entry_index,datetime,date,product_vt_symbol,contract_vt_symbol,direction,signal,layer_kind,entry_context,risk_mode,sizing_method,estimated_equity,total_margin_in_use_before,allowed_capital,single_trade_capital_limit,sizing_equity,effective_sizing_equity_cap,dynamic_sizing_equity_soft_cap_enabled,dynamic_sizing_equity_soft_cap_base,dynamic_sizing_equity_soft_cap_max,dynamic_sizing_equity_soft_cap_raw_cap,dynamic_sizing_equity_soft_cap_margin_pressure_ratio,dynamic_sizing_equity_soft_cap_drawdown_ratio,dynamic_sizing_equity_soft_cap_release_weight,free_capital,limited_balance,effective_single_trade_capital_usage_ratio,effective_streak_risk_multipliers,risk_ratio,risk_multiplier,oi_price_confirm_risk_restore_enabled,oi_price_confirm_risk_restore_applied,oi_price_confirm_risk_restore_reason,oi_price_confirm_risk_restore_base_multiplier,oi_price_confirm_risk_restore_multiplier,oi_price_confirm_risk_restore_effective_multiplier,oi_price_confirm_entry_close,oi_price_confirm_prev_close,oi_price_confirm_entry_oi,oi_price_confirm_prev_oi,oi_price_confirm_oi_up,oi_price_confirm_price_aligned,oi_price_confirm_recent_sum_ratio_required,oi_price_confirm_recent_sum_days,oi_price_confirm_recent_oi_sum,oi_price_confirm_prior_oi_sum,oi_price_confirm_recent_prior_oi_sum_ratio,oi_price_confirm_recent_sum_ratio_passed,oi_price_confirm_passed,streak_entry_structure_risk_recovery_enabled,streak_entry_structure_risk_recovery_applied,streak_entry_structure_risk_recovery_reason,streak_entry_structure_risk_recovery_base_multiplier,streak_entry_structure_risk_recovery_effective_multiplier,streak_entry_structure_risk_recovery_rsi_confirmation_enabled,streak_entry_structure_risk_recovery_rsi_value,streak_entry_structure_risk_recovery_long_min_rsi,streak_entry_structure_risk_recovery_short_max_rsi,streak_entry_structure_risk_recovery_directional_edge_enabled,streak_entry_structure_risk_recovery_directional_edge_period,streak_entry_structure_risk_recovery_directional_edge_close_position,streak_entry_structure_risk_recovery_directional_edge_long_min,streak_entry_structure_risk_recovery_directional_edge_short_max,streak_entry_structure_risk_recovery_portfolio_drawdown_pct,streak_entry_structure_risk_recovery_max_portfolio_drawdown_pct,recovery_sleeve_enabled,recovery_sleeve_applied,recovery_sleeve_normal_risk_bypass_enabled,recovery_sleeve_normal_risk_bypassed,recovery_sleeve_reason,recovery_sleeve_selected_volume_before,recovery_sleeve_selected_volume_after,recovery_sleeve_broker_margin_multiplier,recovery_sleeve_single_contract_broker_margin_to_equity,recovery_sleeve_max_single_contract_broker_margin_to_equity,recovery_sleeve_cooldown_days,post_entry_quality_add_enabled,post_entry_quality_add_feature,post_entry_quality_add_passed,post_entry_quality_add_observation_bars,post_entry_quality_add_volume_multiplier,post_entry_quality_add_triggers_add_profit_lock,post_entry_quality_add_body60_ratio,post_entry_quality_add_avg_body_pct,post_entry_quality_add_avg_directional_close_strength,post_entry_quality_add_short30_ratio,post_entry_quality_add_long60_ratio,post_entry_quality_add_avg_adverse_wick_pct,directional_30d_risk_boost_enabled,directional_30d_risk_boost_lookback,directional_30d_volume_confirmation_enabled,directional_30d_volume_recent_days,directional_30d_volume_prior_days,directional_30d_recent_volume_sum,directional_30d_prior_volume_sum,directional_30d_volume_expanding,directional_30d_start_close,directional_30d_end_close,directional_30d_return,directional_30d_risk_boost_aligned,directional_30d_risk_boost_applied,directional_30d_risk_boost_multiplier,directional_30d_risk_boost_reason,risk_amount_before_directional_30d_boost,target_risk_amount,planned_entry_price,filled_entry_price,entry_price,stop_price,stop_distance,size,risk_per_contract,actual_risk_amount,margin_ratio,margin_per_contract,actual_margin_amount,projected_total_margin_after,volume,risk_cluster_cap_enabled,risk_cluster_name,risk_cluster_cap_ratio,risk_cluster_cap_amount,risk_cluster_reserved_margin_before,risk_cluster_max_volume,risk_cluster_selected_volume_before,risk_cluster_selected_volume,risk_cluster_heat_gate_enabled,risk_cluster_heat_gate_weight,risk_cluster_heat_gate_pressure,risk_cluster_heat_gate_selected_volume_before,risk_cluster_heat_gate_selected_volume,contracts_by_risk,contracts_by_margin,contracts_by_single_trade_cap,selected_volume,selected_volume_ungated,incremental_margin_budget_gate_reduce_volume_enabled,incremental_margin_budget_gate_budget,incremental_margin_budget_gate_remaining_budget,incremental_margin_budget_gate_max_affordable_volume,incremental_margin_budget_gate_selected_volume_before,incremental_margin_budget_gate_selected_volume_after,incremental_margin_budget_gate_volume_reduced,env_gate_enabled,env_gate_weight,env_candidate_count,env_native_selected_rate,env_native_selected_count,env_avg_close_position_60d,env_avg_range_pct_zscore_120,env_gate_close_component,env_gate_range_component,env_gate_selected_component,env_gate_entry_context,portfolio_drawdown_gate_enabled,portfolio_drawdown_gate_weight,portfolio_drawdown_pct,portfolio_equity_high_water,portfolio_volatility_budget_enabled,portfolio_volatility_budget_weight,portfolio_volatility_budget_realized_annual_vol,portfolio_volatility_budget_lookback,portfolio_volatility_budget_target_annual_vol,rollover_reopen_drawdown_guard_enabled,rollover_reopen_drawdown_guard_passed,rollover_reopen_drawdown_guard_max_pct,rollover_reopen_drawdown_guard_portfolio_drawdown_pct,same_direction_correlation_gate_enabled,same_direction_correlation_gate_weight,same_direction_correlation_active_count,same_direction_correlation_corr_count,same_direction_correlation_max_corr,same_direction_correlation_avg_corr,loss_streak,profit_recovery_streak,profile,start_month,variant,account_capital,c3_capital
95,2020-05-28 00:00:00+08:00,2020-05-28,jm.DCE,jm2009.DCE,long,long_case2,base,flat_entry,regular,risk_budget,444078.7,0.0,399670.83,310855.08999999997,444078.7,444078.7,0,1000000.0,1500000.0,1000000.0,0.0,0.05416300060041486,0.9722466626639009,444078.7,399670.83,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,1159.0,1163.5,101734.0,99511.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,63.037217491648136,60.0,40.0,0,60,,0.8,0.2,0.05416300060041486,-1.0,0,0,0,0,,7,7,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,792292.0,880598.0,0,1132.0,1159.0,0.023851590106007015,1,0,1.0,volume_not_expanding,7194.0749399999995,7194.0749399999995,1159.0,,1159.0,1153.5,5.5,60,330.0,2310.0,0.2,13908.0,97356.0,97356.0,7,1,jm.DCE,0.25,111019.675,0.0,7,21,7,0,1.0,0.0,7,7,21,28,22,7,7,0,399670.83,399670.83,7,7,7,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.05416300060041486,469508.7,0,1.0,0.0,60,0.6,0,1,0.0,0.05416300060041486,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
96,2020-06-01 00:00:00+08:00,2020-06-01,hc.SHFE,hc2010.SHFE,long,long_case1a,base,flat_entry,regular,risk_budget,449118.7,98280.0,404206.83,314383.08999999997,449118.7,449118.7,0,1000000.0,1500000.0,1000000.0,0.2188285635846381,0.04342837523564526,1.0,350838.7,305926.83,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,3549.0,3542.0,498143.0,463235.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,83.63302325672284,60.0,40.0,0,60,,0.8,0.2,0.04342837523564526,-1.0,0,0,0,0,,31,31,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2811056.0,2394514.0,1,3196.0,3549.0,0.11045056320400493,1,1,1.2,direction_and_volume_confirmed,11013.36588,13216.039056,3549.0,,3549.0,3525.0,24.0,10,240.0,7440.0,0.1,3549.0,110019.0,208299.0,31,1,hc.SHFE,0.25,112279.675,0.0,31,55,31,0,1.0,0.0,31,31,55,86,88,31,31,0,404206.83,305926.83,31,31,31,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.04342837523564526,469508.7,0,1.0,0.0,60,0.6,0,1,0.0,0.04342837523564526,1,1.0,1,1,0.4118459544101796,0.4118459544101796,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
97,2020-06-02 00:00:00+08:00,2020-06-02,cu.SHFE,cu2007.SHFE,long,long_case3,base,flat_entry,regular,risk_budget,467558.7,209693.0,420802.83,327291.08999999997,467558.7,467558.7,0,1000000.0,1500000.0,1000000.0,0.4484848640395313,0.0041532776708929995,1.0,257865.7,211109.83000000002,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,44560.0,44600.0,106381.0,102888.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,73.5429353571621,60.0,40.0,0,60,,0.8,0.2,0.0041532776708929995,-1.0,0,0,0,0,,2,2,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,997310.0,686785.0,1,41540.0,44560.0,0.07270101107366389,1,1,1.2,direction_and_volume_confirmed,3799.97694,4559.972328,44560.0,,44560.0,44210.0,350.0,5,1750.0,3500.0,0.12,26736.0,53472.0,263165.0,2,1,cu.SHFE,0.25,116889.675,0.0,4,2,2,0,1.0,0.0,2,2,2,7,12,2,2,0,420802.83,211109.83000000002,2,2,2,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0041532776708929995,469508.7,0,1.0,0.0,60,0.6,0,1,0.0,0.0041532776708929995,1,1.0,2,2,0.4284009223945476,0.276714309748903,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
98,2020-06-02 00:00:00+08:00,2020-06-02,rb.SHFE,rb2010.SHFE,long,long_case1a,base,flat_entry,regular,risk_budget,467558.7,209693.0,420802.83,327291.08999999997,467558.7,467558.7,0,1000000.0,1500000.0,1000000.0,0.4484848640395313,0.0041532776708929995,1.0,257865.7,211109.83000000002,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,3634.0,3577.0,1267393.0,1330273.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,81.54470201423892,60.0,40.0,0,60,,0.8,0.2,0.0041532776708929995,-1.0,0,0,0,0,,6,6,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,14664029.0,14191945.0,1,3385.0,3634.0,0.07355982274741502,1,1,1.2,direction_and_volume_confirmed,3799.97694,4559.972328,3634.0,,3634.0,3568.0,66.0,10,660.0,1320.0,0.1,3634.0,7268.0,216961.0,2,1,rb.SHFE,0.25,116889.675,0.0,32,6,6,0,1.0,0.0,6,6,6,58,90,2,6,0,420802.83,157637.83000000002,2,2,2,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0041532776708929995,469508.7,0,1.0,0.0,60,0.6,0,1,0.0,0.0041532776708929995,1,0.35,2,2,0.9258428772671801,0.6678974578545189,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
99,2020-06-05 00:00:00+08:00,2020-06-05,ru.SHFE,ru2009.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,472558.7,159668.0,425302.83,330791.08999999997,472558.7,472558.7,0,1000000.0,1500000.0,1000000.0,0.33787971737690997,0.0,1.0,312890.7,265634.83,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,10645.0,10290.0,205006.0,205960.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,70.75083593568546,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,2,2,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2413952.0,2550867.0,0,9800.0,10645.0,0.08622448979591835,1,0,1.0,volume_not_expanding,4781.42694,4781.42694,10645.0,,10645.0,10432.1,212.89999999999964,10,2128.9999999999964,2128.9999999999964,0.12,12774.0,12774.0,172442.0,1,1,ru.SHFE,0.25,118139.675,0.0,9,2,2,0,1.0,0.0,2,2,2,20,25,1,2,0,425302.83,265634.83,1,1,1,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,472558.7,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,0.5103850176371795,3,3,0.7506507638039448,0.2153243542637344,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
100,2020-06-19 00:00:00+08:00,2020-06-19,cu.SHFE,cu2008.SHFE,long,rollover_reopen,base,rollover_reopen,regular,risk_budget,483618.7,0.0,435256.83,338533.08999999997,483618.7,483618.7,0,1000000.0,1500000.0,1000000.0,0.0,0.022002080086358164,1.0,483618.7,435256.83,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,47680.0,46821.799916282966,92754.0,97130.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,,60.0,40.0,0,60,,0.8,0.2,0.022002080086358164,-1.0,0,0,0,0,,2,2,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,1317921.0,928667.0,1,43259.271661783176,47680.0,0.10219146482122254,1,1,1.2,direction_and_volume_confirmed,7834.622939999999,9401.547528,47680.0,,47680.0,46750.0,930.0,5,4650.0,9300.0,0.12,28608.0,57216.0,57216.0,2,1,cu.SHFE,0.25,120904.675,0.0,4,2,2,0,1.0,0.0,2,2,2,15,11,2,2,0,435256.83,435256.83,2,2,2,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,rollover_reopen,0,1.0,0.022002080086358164,494498.7,0,1.0,0.0,60,0.6,0,1,0.1,0.022002080086358164,0,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
101,2020-06-19 00:00:00+08:00,2020-06-19,hc.SHFE,hc2010.SHFE,long,long_case3,base,flat_entry,volume_open_interest_surge,risk_budget,483618.7,57336.0,435256.83,338533.08999999997,483618.7,483618.7,0,1000000.0,1500000.0,1000000.0,0.11855620967510147,0.022002080086358164,1.0,426282.7,377920.83,0.7,"1.0,1.0,1.0,1.0",0.06,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,3659.0,3620.0,573779.0,492223.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,75.1683872169593,60.0,40.0,0,60,,0.8,0.2,0.022002080086358164,-1.0,0,0,0,0,,33,33,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3535342.0,3151769.0,1,3327.0,3659.0,0.0997896002404568,1,1,1.2,direction_and_volume_confirmed,45350.4996,54420.59952,3659.0,,3659.0,3620.0,39.0,10,390.0,12870.0,0.1,3659.0,120747.0,178083.0,33,1,hc.SHFE,0.25,120904.675,0.0,33,92,33,0,1.0,0.0,33,33,139,103,92,33,33,0,435256.83,377920.83,33,33,33,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.022002080086358164,494498.7,0,1.0,0.0,60,0.6,0,1,0.0,0.022002080086358164,1,1.0,1,1,0.25517857305317754,0.25517857305317754,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
102,2020-06-23 00:00:00+08:00,2020-06-23,au.SHFE,au2012.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,450198.7,118899.0,405178.83,315139.08999999997,450198.7,450198.7,0,1000000.0,1500000.0,1000000.0,0.26410338368369346,0.08958567535162378,0.7360954976558415,331299.7,286279.83,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,396.96,397.5,224636.0,216399.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,70.01140406666252,60.0,40.0,0,60,,0.8,0.2,0.08958567535162378,-1.0,0,0,0,0,,2,2,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,1584180.0,1821522.0,0,382.86,396.96,0.03682808337251209,1,0,1.0,volume_not_expanding,5153.03694,5153.03694,396.96,,396.96,396.0,0.9599999999999795,1000,959.9999999999795,1919.999999999959,0.1,39696.0,79392.0,198291.0,2,1,au.SHFE,0.25,112549.675,0.0,2,5,2,0,1.0,0.0,2,2,5,7,7,2,2,0,405178.83,286279.83,2,2,2,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.08958567535162378,494498.7,0,1.0,0.0,60,0.6,0,1,0.0,0.08958567535162378,1,1.0,1,1,0.06550745349568018,0.06550745349568018,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
103,2020-06-30 00:00:00+08:00,2020-06-30,sp.SHFE,sp2009.SHFE,short,short_case1a,base,flat_entry,regular,risk_budget,460858.7000000001,80144.0,414772.83000000013,322601.0900000001,460858.7000000001,460858.7000000001,0,1000000.0,1500000.0,1000000.0,0.1739014582994744,0.06802849026701159,0.8798100648865894,380714.7000000001,334628.83000000013,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,4400.0,4392.0,100955.0,102979.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,47.503062538038655,60.0,40.0,0,60,,0.8,0.2,0.06802849026701159,-1.0,0,0,0,0,,26,26,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,645780.0,737642.0,0,4422.0,4400.0,-0.00497512437810943,1,0,1.0,volume_not_expanding,6023.318940000002,6023.318940000002,4400.0,,4400.0,4414.0,14.0,10,140.0,3640.0,0.1,4400.0,114400.0,194544.0,26,1,sp.SHFE,0.25,115214.67500000003,0.0,26,43,26,0,1.0,0.0,26,26,43,76,73,26,26,0,414772.83000000013,334628.83000000013,26,26,26,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.06802849026701159,494498.7,0,1.0,0.0,60,0.6,0,1,0.0,0.06802849026701159,1,1.0,0,0,0.0,0.0,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
104,2020-07-01 00:00:00+08:00,2020-07-01,MA.CZCE,MA009.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,464058.7000000001,195124.0,417652.83000000013,324841.0900000001,464058.7000000001,464058.7000000001,0,1000000.0,1500000.0,1000000.0,0.4204726686516166,0.06155729024161213,0.9229513983892523,268934.7000000001,222528.83000000013,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1755.0,1751.0,1222028.0,1210146.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,58.87415853349655,60.0,40.0,0,60,,0.8,0.2,0.06155729024161213,-1.0,0,0,0,0,,47,47,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,12787113.0,15262419.0,0,1714.0,1755.0,0.02392065344224048,1,0,1.0,volume_not_expanding,8011.037880000004,8011.037880000004,1755.0,,1755.0,1738.0,17.0,10,170.0,6800.0,0.12,2106.0,84240.0,279364.0,40,1,MA.CZCE,0.25,116014.67500000003,0.0,55,47,47,0,1.0,0.0,47,47,47,105,154,40,47,0,417652.83000000013,222528.83000000013,40,40,40,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.06155729024161213,494498.7,0,1.0,0.0,60,0.6,0,1,0.0,0.06155729024161213,1,1.0,1,1,-0.29827727186756364,-0.29827727186756364,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
105,2020-07-02 00:00:00+08:00,2020-07-02,FG.CZCE,FG009.CZCE,long,long_case3,base,flat_entry,regular,risk_budget,482778.70000000007,223022.0,434500.8300000001,337945.09,482778.70000000007,482778.70000000007,0,1000000.0,1500000.0,1000000.0,0.46195492883178146,0.023700770093025403,1.0,259756.70000000007,211478.83000000007,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1497.0,1490.0,236670.0,227206.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,80.36671507131076,60.0,40.0,0,60,,0.8,0.2,0.023700770093025403,-1.0,0,0,0,0,,29,29,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,1728149.0,2474107.0,0,1377.0,1497.0,0.08714596949891074,1,0,1.0,volume_not_expanding,7613.237880000002,7613.237880000002,1497.0,,1497.0,1484.0,13.0,20,260.0,4940.0,0.12,3592.7999999999997,68263.2,291285.2,19,1,FG.CZCE,0.25,120694.67500000002,0.0,33,29,29,0,1.0,0.0,29,29,29,58,94,19,29,0,434500.8300000001,211478.83000000007,19,19,19,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.023700770093025403,494498.7,0,1.0,0.0,60,0.6,0,1,0.0,0.023700770093025403,1,1.0,2,2,0.5090052271296237,0.25123849368669765,3,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
106,2020-07-08 00:00:00+08:00,2020-07-08,OI.CZCE,OI009.CZCE,long,long_case3,base,flat_entry,regular,risk_budget,478018.70000000007,69768.0,430216.8300000001,334613.09,478018.70000000007,478018.70000000007,0,1000000.0,1500000.0,1000000.0,0.145952449140588,0.0333266801308071,1.0,408250.70000000007,360448.8300000001,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,7703.0,7625.0,152789.0,151158.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,87.08834824798555,60.0,40.0,0,60,,0.8,0.2,0.0333266801308071,-1.0,0,0,0,0,,12,12,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2258467.0,2464426.0,0,6779.0,7703.0,0.13630328957073323,1,0,1.0,volume_not_expanding,12976.157880000002,12976.157880000002,7703.0,,7703.0,7611.0,92.0,10,920.0,11040.0,0.12,9243.6,110923.20000000001,180691.2,12,1,OI.CZCE,0.25,119504.67500000002,0.0,12,14,12,0,1.0,0.0,12,12,14,38,36,12,12,0,430216.8300000001,360448.8300000001,12,12,12,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0333266801308071,494498.7,0,1.0,0.0,60,0.6,0,1,0.0,0.0333266801308071,1,1.0,1,1,0.2027469177712102,0.2027469177712102,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
107,2020-07-09 00:00:00+08:00,2020-07-09,jm.DCE,jm2009.DCE,long,long_case3,base,flat_entry,regular,risk_budget,494718.70000000007,182119.2,445246.8300000001,346303.09,494718.70000000007,494718.70000000007,0,1000000.0,1500000.0,1000000.0,0.3681267758829411,0.0,1.0,312599.50000000006,263127.63000000006,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,1218.0,1196.5,88608.0,73027.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,74.96388694342862,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,7,7,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,515939.0,655775.0,0,1156.0,1218.0,0.05363321799307963,1,0,1.0,volume_not_expanding,9472.594680000002,9472.594680000002,1218.0,,1218.0,1196.5,21.5,60,1290.0,7740.0,0.2,14616.0,87696.0,269815.2,6,1,jm.DCE,0.25,123679.67500000002,0.0,8,7,7,0,1.0,0.0,7,7,7,18,23,6,7,0,445246.8300000001,134847.63000000006,6,6,6,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,494718.70000000007,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,2,2,0.1492542182539408,0.13851266982992178,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
108,2020-07-09 00:00:00+08:00,2020-07-09,ru.SHFE,ru2009.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,494718.70000000007,182119.2,445246.8300000001,346303.09,494718.70000000007,494718.70000000007,0,1000000.0,1500000.0,1000000.0,0.3681267758829411,0.0,1.0,312599.50000000006,263127.63000000006,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,10690.0,10650.0,200774.0,197004.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,70.9587897563761,60.0,40.0,0,60,,0.8,0.2,0.0,-1.0,0,0,0,0,,9,9,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2022250.0,2076905.0,0,10325.0,10690.0,0.03535108958837774,1,0,1.0,volume_not_expanding,9472.594680000002,9472.594680000002,10690.0,,10690.0,10640.0,50.0,10,500.0,5000.0,0.12,12828.0,128280.0,310399.2,10,1,ru.SHFE,0.25,123679.67500000002,0.0,9,18,9,0,1.0,0.0,9,9,18,20,26,10,9,0,445246.8300000001,263127.63000000006,10,10,10,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.0,494718.70000000007,0,1.0,0.0,60,0.6,0,1,0.0,0.0,1,1.0,2,2,0.4896134059006211,0.25727036305134676,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
