vt_symbol,tq_symbol,bar_datetime,bar_id,open,high,low,close,volume,open_oi,close_oi
jd2508.DCE,DCE.jd2508,2025-06-11 09:00:00,41850,3502.0,3502.0,3502.0,3502.0,0.0,201023.0,201023.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:01:00,41851,3504.0,3504.0,3504.0,3504.0,0.0,202386.0,202386.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:02:00,41852,3506.0,3506.0,3506.0,3506.0,0.0,203143.0,203143.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:03:00,41853,3504.0,3504.0,3504.0,3504.0,0.0,203515.0,203515.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:04:00,41854,3509.0,3509.0,3509.0,3509.0,0.0,203702.0,203702.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:05:00,41855,3513.0,3513.0,3513.0,3513.0,0.0,203675.0,203675.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:06:00,41856,3514.0,3514.0,3514.0,3514.0,0.0,203706.0,203706.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:07:00,41857,3517.0,3517.0,3517.0,3517.0,0.0,203963.0,203963.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:08:00,41858,3513.0,3513.0,3513.0,3513.0,0.0,203992.0,203992.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:09:00,41859,3515.0,3515.0,3515.0,3515.0,0.0,204270.0,204270.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:10:00,41860,3515.0,3515.0,3515.0,3515.0,0.0,204350.0,204350.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:11:00,41861,3512.0,3512.0,3512.0,3512.0,0.0,204545.0,204545.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:12:00,41862,3510.0,3510.0,3510.0,3510.0,0.0,204853.0,204853.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:13:00,41863,3511.0,3511.0,3511.0,3511.0,0.0,205080.0,205080.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:14:00,41864,3506.0,3506.0,3506.0,3506.0,0.0,205127.0,205127.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:15:00,41865,3505.0,3505.0,3505.0,3505.0,0.0,205180.0,205180.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:16:00,41866,3504.0,3504.0,3504.0,3504.0,0.0,205414.0,205414.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:17:00,41867,3501.0,3501.0,3501.0,3501.0,0.0,205911.0,205911.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:18:00,41868,3502.0,3502.0,3502.0,3502.0,0.0,205854.0,205854.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:19:00,41869,3505.0,3505.0,3505.0,3505.0,0.0,205751.0,205751.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:20:00,41870,3504.0,3504.0,3504.0,3504.0,0.0,206198.0,206198.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:21:00,41871,3505.0,3505.0,3505.0,3505.0,0.0,206360.0,206360.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:22:00,41872,3504.0,3504.0,3504.0,3504.0,0.0,206344.0,206344.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:23:00,41873,3504.0,3504.0,3504.0,3504.0,0.0,206272.0,206272.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:24:00,41874,3503.0,3503.0,3503.0,3503.0,0.0,206321.0,206321.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:25:00,41875,3502.0,3502.0,3502.0,3502.0,0.0,206366.0,206366.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:26:00,41876,3505.0,3505.0,3505.0,3505.0,0.0,206519.0,206519.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:27:00,41877,3506.0,3506.0,3506.0,3506.0,0.0,206450.0,206450.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:28:00,41878,3504.0,3504.0,3504.0,3504.0,0.0,206403.0,206403.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:29:00,41879,3502.0,3502.0,3502.0,3502.0,0.0,206454.0,206454.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:30:00,41880,3501.0,3501.0,3501.0,3501.0,0.0,206459.0,206459.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:31:00,41881,3501.0,3501.0,3501.0,3501.0,0.0,206508.0,206508.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:32:00,41882,3504.0,3504.0,3504.0,3504.0,0.0,206537.0,206537.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:33:00,41883,3504.0,3504.0,3504.0,3504.0,0.0,206546.0,206546.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:34:00,41884,3506.0,3506.0,3506.0,3506.0,0.0,206621.0,206621.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:35:00,41885,3506.0,3506.0,3506.0,3506.0,0.0,206617.0,206617.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:36:00,41886,3506.0,3506.0,3506.0,3506.0,0.0,206588.0,206588.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:37:00,41887,3508.0,3508.0,3508.0,3508.0,0.0,206608.0,206608.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:38:00,41888,3505.0,3505.0,3505.0,3505.0,0.0,206625.0,206625.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:39:00,41889,3507.0,3507.0,3507.0,3507.0,0.0,206633.0,206633.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:40:00,41890,3507.0,3507.0,3507.0,3507.0,0.0,206626.0,206626.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:41:00,41891,3508.0,3508.0,3508.0,3508.0,0.0,206691.0,206691.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:42:00,41892,3510.0,3510.0,3510.0,3510.0,0.0,206704.0,206704.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:43:00,41893,3509.0,3509.0,3509.0,3509.0,0.0,206851.0,206851.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:44:00,41894,3507.0,3507.0,3507.0,3507.0,0.0,206933.0,206933.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:45:00,41895,3507.0,3507.0,3507.0,3507.0,0.0,207142.0,207142.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:46:00,41896,3508.0,3508.0,3508.0,3508.0,0.0,207313.0,207313.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:47:00,41897,3510.0,3510.0,3510.0,3510.0,0.0,207229.0,207229.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:48:00,41898,3507.0,3507.0,3507.0,3507.0,0.0,207277.0,207277.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:49:00,41899,3510.0,3510.0,3510.0,3510.0,0.0,207330.0,207330.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:50:00,41900,3513.0,3513.0,3513.0,3513.0,0.0,207624.0,207624.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:51:00,41901,3513.0,3513.0,3513.0,3513.0,0.0,207853.0,207853.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:52:00,41902,3513.0,3513.0,3513.0,3513.0,0.0,207907.0,207907.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:53:00,41903,3512.0,3512.0,3512.0,3512.0,0.0,208036.0,208036.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:54:00,41904,3510.0,3510.0,3510.0,3510.0,0.0,208027.0,208027.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:55:00,41905,3510.0,3510.0,3510.0,3510.0,0.0,208142.0,208142.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:56:00,41906,3508.0,3508.0,3508.0,3508.0,0.0,208183.0,208183.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:57:00,41907,3511.0,3511.0,3511.0,3511.0,0.0,208276.0,208276.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:58:00,41908,3510.0,3510.0,3510.0,3510.0,0.0,208294.0,208294.0
jd2508.DCE,DCE.jd2508,2025-06-11 09:59:00,41909,3510.0,3510.0,3510.0,3510.0,0.0,208317.0,208317.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:00:00,41910,3509.0,3509.0,3509.0,3509.0,0.0,208334.0,208334.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:01:00,41911,3511.0,3511.0,3511.0,3511.0,0.0,208275.0,208275.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:02:00,41912,3510.0,3510.0,3510.0,3510.0,0.0,208413.0,208413.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:03:00,41913,3510.0,3510.0,3510.0,3510.0,0.0,208430.0,208430.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:04:00,41914,3509.0,3509.0,3509.0,3509.0,0.0,208453.0,208453.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:05:00,41915,3508.0,3508.0,3508.0,3508.0,0.0,208626.0,208626.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:06:00,41916,3509.0,3509.0,3509.0,3509.0,0.0,208703.0,208703.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:07:00,41917,3509.0,3509.0,3509.0,3509.0,0.0,208740.0,208740.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:08:00,41918,3508.0,3508.0,3508.0,3508.0,0.0,208770.0,208770.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:09:00,41919,3508.0,3508.0,3508.0,3508.0,0.0,208785.0,208785.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:10:00,41920,3509.0,3509.0,3509.0,3509.0,0.0,208789.0,208789.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:11:00,41921,3508.0,3508.0,3508.0,3508.0,0.0,208816.0,208816.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:12:00,41922,3511.0,3511.0,3511.0,3511.0,0.0,208814.0,208814.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:13:00,41923,3511.0,3511.0,3511.0,3511.0,0.0,208786.0,208786.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:14:00,41924,3512.0,3512.0,3512.0,3512.0,0.0,208818.0,208818.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:30:00,41925,3510.0,3510.0,3510.0,3510.0,0.0,208867.0,208867.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:31:00,41926,3508.0,3508.0,3508.0,3508.0,0.0,208795.0,208795.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:32:00,41927,3507.0,3507.0,3507.0,3507.0,0.0,208958.0,208958.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:33:00,41928,3509.0,3509.0,3509.0,3509.0,0.0,208947.0,208947.0
jd2508.DCE,DCE.jd2508,2025-06-11 10:34:00,41929,3507.0,3507.0,3507.0,3507.0,0.0,208945.0,208945.0
